Name,URL,Category,Similar Web Category,2 months visit,GEO top 1,GEO top 2,GEO top 3,GEO top 4,GEO top 5,Global Rank,Country Rank,Category Rank
Geschenkidee AT,http://geschenkidee.at,Retail & Shopping,Shopping/Gifts,131073,Austria - 90.29,Germany - 2.93,Switzerland - 1.67,Netherlands - 1.56,Hungary - 1.43,707046,5303,247
tonerpartner DE - migrated,http://www.tonerpartner24.de,Retail & Shopping,Shopping/Consumer_Electronics,7590,Germany - 55.83,Poland - 44.17,,,,14245511,2023279,43306
WorldRemit Nordics,http://www.worldremit.com,Finance & Insurance,Finance/Financial_Management,5711569,United States - 17.85,United Kingdom - 13.78,Canada - 8.41,Germany - 6.24,Australia - 4.58,18287,13560,131
Viagogo NL: Migrated 16/01/2018,http://www.viagogo.nl,"Telco's & Services",Arts_and_Entertainment,1008516,Netherlands - 92.58,Belgium - 3.51,Sweden - 0.90,Spain - 0.57,United Kingdom - 0.55,105477,1611,8580
Hammerkauf DE - migrated,http://www.hammerkauf.de,Retail & Shopping,Shopping,43987,Germany - 91.81,Austria - 3.48,Switzerland - 2.90,Belgium - 1.54,Russian Federation - 0.27,1196781,69040,82824
Europcar_ES: Migrated 02/08/2017,http://www.europcar.es,Travel,Autos_and_Vehicles/Car_Rentals,715270,Spain - 72.08,Argentina - 4.73,Germany - 3.51,Mexico - 2.46,France - 2.20,125043,3604,74
Shutterstock DE: Migrated 18/01/2018,http://www.shutterstock.com,Retail & Shopping,Arts_and_Entertainment/Photography,180189729,United States - 12.24,India - 7.18,Brazil - 5.70,Turkey - 5.15,Russian Federation - 4.61,337,564,3
Pflanzotheke DE - migrated,http://www.pflanzotheke.de,Retail & Shopping,Shopping/Home_and_Garden,206609,Germany - 86.13,Spain - 4.86,Switzerland - 3.94,Austria - 2.23,Hungary - 1.29,306725,20306,1318
Europcar_AU NZ: Migrated 02/08/2017,http://www.europcar.com.au,Travel,Autos_and_Vehicles/Car_Rentals,424485,Australia - 79.70,Switzerland - 3.28,United Kingdom - 2.72,United States - 2.53,New Zealand - 1.74,194024,3920,120
Exante Diet ES: Migrated 19/10/2017,http://www.dietaexante.es,Retail & Shopping,Health/Products_and_Shopping,55723,Spain - 100.00,,,,,996213,28109,2566
Aldi Suisse Tours - migrated,http://www.aldi-suisse-tours.ch,Travel,Travel/Tourism,456829,Switzerland - 97.38,Italy - 0.79,Bulgaria - 0.59,Germany - 0.57,Viet Nam - 0.48,183026,1289,1890
wirkaufendeinauto DE - migrated,http://www.wirkaufendeinauto.de,"Telco's & Services",Autos_and_Vehicles,4183851,Germany - 93.81,Switzerland - 0.87,Romania - 0.54,Austria - 0.38,United Kingdom - 0.35,30350,1242,507
Tirendo BE: Migrated 03/11/2017,http://www.tirendo.be,Retail & Shopping,Autos_and_Vehicles,15390,Belgium - 100.00,,,,,3994169,65333,85422
Tirendo SE: Migrated 03/11/2017,http://www.tirendo.se,Retail & Shopping,Autos_and_Vehicles,19776,Sweden - 100.00,,,,,3450271,90539,75025
Tirendo IT: Migrated 03/11/2017,http://www.tirendo.it,Retail & Shopping,Autos_and_Vehicles,64235,Italy - 95.06,Poland - 4.35,Ukraine - 0.59,,,1468368,50589,29705
12-Travel CH - migrated,http://www.12-travel.ch,Travel,Travel,162487,Switzerland - 97.30,France - 1.39,Germany - 1.12,Russian Federation - 0.19,,447241,4327,9019
Myprotein SE: Migrated 11/10/2017,http://www.myprotein.se,Retail & Shopping,Health/Products_and_Shopping,191034,Sweden - 96.09,Latvia - 0.87,Finland - 0.87,Norway - 0.60,United Kingdom - 0.44,360048,5131,899
bakerross DE - migrated,http://www.bakerross.de,Retail & Shopping,Shopping,198364,Germany - 96.01,Austria - 1.49,Greece - 1.28,Hungary - 0.87,Moldova - 0.24,356477,19258,25054
Sandwich NL,http://www.sandwich.eu,Retail & Shopping,People_and_Society/Womens_Interests,9291,Netherlands - 100.00,,,,,6375444,236709,1551
12-Travel DE - migrated,http://www.12-travel.de,Travel,Travel/Tourism,359211,Germany - 85.15,Lithuania - 3.52,Brazil - 2.05,France - 1.18,Poland - 1.14,229881,12031,2462
Tostadora - T-shirts FR,http://www.tostadora.fr,Retail & Shopping,Shopping/Clothing,233999,France - 79.01,Spain - 9.19,Belgium - 2.76,United States - 1.28,Reunion - 1.02,231269,12698,3062
National Pen ES,http://www.penseurope.com,Retail & Shopping,Business_and_Industry/Marketing_and_Advertising,553075,Germany - 23.50,Italy - 17.30,France - 13.40,Czech Republic - 7.45,Spain - 7.18,206736,44190,1493
Welt DE - migrated,http://welt.de,"Telco's & Services",News_and_Media/Newspapers,108434608,Germany - 86.73,Switzerland - 3.22,Austria - 2.66,Netherlands - 0.70,United States - 0.68,1100,43,33
Ralph Lauren DE / AT: Migrated 26/10/2017,http://www.ralphlauren.de,Retail & Shopping,Shopping/Clothing,492947,Germany - 85.99,Switzerland - 5.10,Austria - 3.34,Pakistan - 1.26,Viet Nam - 0.53,182193,9490,2470
Go Nutrition DE,http://www.gonutrition.com,Retail & Shopping,Health/Products_and_Shopping,151306,United Kingdom - 41.91,Italy - 23.67,Germany - 6.95,France - 4.78,Lithuania - 3.42,504051,58841,1262
Ralph Lauren IT: Migrated 26/10/2017,http://www.ralphlauren.fr,Retail & Shopping,Shopping/Clothing,621041,France - 85.06,Belgium - 4.17,Switzerland - 1.67,Congo - 1.36,Italy - 1.00,161447,7067,2230
bigbank AT,http://www.bigbank.at,Finance & Insurance,Business_and_Industry,4304,Austria - 57.97,Germany - 42.03,,,,17984584,451922,2870333
Missguided AU: Migrated 01/12/2017,http://www.missguidedau.com,Retail & Shopping,Shopping/Clothing,828235,Australia - 72.12,New Zealand - 22.32,United States - 1.77,Canada - 0.49,United Kingdom - 0.49,91407,1833,1341
Bonobo FR - Migration on 16/02/2017,http://www.bonoboplanet.com,Retail & Shopping,Shopping/Clothing,1290470,France - 97.70,Belgium - 0.71,Germany - 0.23,Switzerland - 0.21,Canada - 0.18,60078,2151,854
Tripadvisor ES: Migrated 08/11/2017,http://www.tripadvisor.es,Travel,Travel/Tourism,34031649,Spain - 83.58,United States - 1.54,Argentina - 1.34,Dominican Republica - 1.27,United Kingdom - 0.88,1759,37,9
PAUL HEWITT DE - migrated,http://www.paul-hewitt.com,Retail & Shopping,Shopping,600517,Germany - 32.54,France - 19.74,Italy - 7.66,Belgium - 6.29,United States - 4.62,132415,14101,9343
Tripadvisor DE: Migrated 08/11/2017,http://www.tripadvisor.de,Travel,Travel/Tourism,28538509,Germany - 92.08,Switzerland - 1.05,Spain - 0.83,Luxembourg - 0.63,Italy - 0.61,2319,99,13
Madame Tussauds AT,http://www.madametussauds.com,Travel,Arts_and_Entertainment/Celebrities_and_Entertainment_News,1455499,United States - 20.61,United Kingdom - 18.17,Germany - 8.81,Netherlands - 3.50,India - 3.37,84258,61360,285
Credigo FR - closed on 08.08.17,http://www.credit-go.fr,Finance & Insurance,Finance/Financial_Management,3121,France - 96.93,204 - 3.07,,,,8962035,532923,20857
kartenmachen DE - migrated,http://www.kartenmachen.de,Retail & Shopping,Business_and_Industry,252487,Germany - 95.05,Austria - 2.24,Switzerland - 1.10,Latvia - 1.07,Italy - 0.23,409045,22570,39853
Iwantthatmusthave NL,http://www.iwantthatmusthave.nl,Retail & Shopping,Shopping,5097,Netherlands - 88.73,Kazakhstan - 6.06,Russian Federation - 5.22,,,8904242,374569,496022
Vattenfall DE - migrated,http://www.vattenfall.de,"Telco's & Services",Business_and_Industry/Energy,3885212,Germany - 96.49,France - 0.35,Poland - 0.34,Switzerland - 0.33,Viet Nam - 0.32,26743,1022,37
deinhandy DE - migrated,http://www.deinhandy.de,"Telco's & Services",Shopping/Consumer_Electronics,2636120,Germany - 95.56,Austria - 1.73,Switzerland - 0.79,Liechtenstein - 0.29,Belgium - 0.24,45055,1862,358
Boohoo.com DK: Migrated 01/11/2017,http://dk.boohoo.com,Retail & Shopping,Unknown,90517,Denmark - 92.92,Greenland - 2.61,Faroe Islands - 1.25,United States - 1.03,United Kingdom - 1.02,,,
Fashion24 DE - migrated,http://www.fashion24.de,Retail & Shopping,Shopping/Clothing,428854,Germany - 97.24,Switzerland - 1.02,Austria - 0.83,Iran - 0.44,Poland - 0.43,235630,12547,3117
Jeans.ch - migrated,http://www.jeans.ch,Retail & Shopping,Shopping/Clothing,69828,Switzerland - 83.80,Germany - 5.32,Canada - 1.98,France - 1.97,Poland - 1.25,658503,7268,7367
Boohoo.com NL: Migrated 01/11/2017,http://nl.boohoo.com,Retail & Shopping,Unknown,544655,Netherlands - 89.86,Belgium - 2.92,United States - 1.40,United Kingdom - 1.39,Czech Republic - 0.75,,,
Boohoo.com FR: Migrated 2016,http://fr.boohoo.com,Retail & Shopping,Unknown,2227493,France - 86.37,Belgium - 4.83,Reunion - 1.06,Switzerland - 1.02,Canada - 0.76,,,
Madame Tussauds DE - migrated,http://www.madametaussauds.com,Travel,,,,,,,,,,
Boohoo.com NO: Migrated 01/11/2017,http://no.boohoo.com,Retail & Shopping,Unknown,116201,Norway - 93.61,Denmark - 1.16,Italy - 1.14,Romania - 0.91,Sweden - 0.76,,,
Undiz FR - Closed on 25/10/2017,http://www.undiz.com,Retail & Shopping,Shopping/Clothing,1617061,France - 73.96,Spain - 5.90,Belgium - 5.36,Russian Federation - 4.19,Poland - 4.08,64160,2977,922
Boohoo.com FI: Migrated 01/11/2017,http://www.boohoo.com,Retail & Shopping,Shopping/Clothing,23523231,United Kingdom - 31.53,United States - 19.94,France - 10.21,Australia - 5.86,New Zealand - 3.50,3362,305,37
Groupdeal BE - migrated,http://www.groupdeal.be,Retail & Shopping,Business_and_Industry,167301,Belgium - 94.13,Netherlands - 4.52,United Kingdom - 0.52,Spain - 0.47,Luxembourg - 0.36,471692,5096,47301
Boohoo.com ES: Migrated 01/11/2017,http://es.boohoo.com,Retail & Shopping,Unknown,313480,Spain - 75.44,Venezuela - 3.20,Mexico - 2.99,Portugal - 2.36,Argentina - 2.20,,,
Tassimo CH: Migrated 08/01/2018,http://tassimo.ch,Retail & Shopping,Shopping,16644,Switzerland - 100.00,,,,,7885852,244027,449247
Tassimo AT: Migrated 08/01/2018,http://www.tassimo.at,Retail & Shopping,Shopping,12857,Austria - 100.00,,,,,5082189,72348,315323
Oasis FR,http://www.oasis-stores.com,Retail & Shopping,Shopping/Clothing,1614348,United Kingdom - 73.01,Ireland - 5.60,United States - 5.21,Germany - 2.56,France - 1.81,40779,2139,587
Springlane DE - migrated,http://www.springlane.de,Retail & Shopping,Shopping,3345721,Germany - 87.98,Austria - 5.18,Switzerland - 3.08,Netherlands - 0.48,Luxembourg - 0.33,41952,1928,3121
Oasis SE,http://oasis.andotherbrands.com,Retail & Shopping,Unknown,3940,Sweden - 34.72,United Kingdom - 23.62,United States - 20.48,Malaysia - 14.08,Ukraine - 4.84,,,
Hoka One One FR,http://www.hokaoneone.eu,Retail & Shopping,Shopping/Clothing,473345,France - 20.71,United Kingdom - 16.97,Italy - 6.57,Germany - 5.84,Belgium - 4.92,174143,23898,2370
Tassimo DK: Migrated 08/01/2018,http://www.tassimo.dk,Retail & Shopping,Business_and_Industry,16314,Denmark - 100.00,,,,,6153471,113031,948931
Tui.com DE - migrated,http://www.tui.com,Travel,Travel,7161602,Germany - 86.72,Spain - 5.54,Netherlands - 0.81,Switzerland - 0.78,Poland - 0.76,12959,506,268
Boohoo.com IT: Migrated 01/11/2017,http://it.boohoo.com,Retail & Shopping,Unknown,172336,Italy - 91.13,United Kingdom - 4.58,Germany - 1.55,Czech Republic - 1.01,Sweden - 0.94,,,
The Protein Works FR: migrated,http://fr.theproteinworks.com,Retail & Shopping,Unknown,151764,France - 91.09,Germany - 1.77,Canada - 1.12,Reunion - 0.82,Morocco - 0.75,,,
Scarosso DE,http://www.scarosso.com,Retail & Shopping,Shopping/Clothing,190179,Germany - 40.63,United States - 12.86,United Kingdom - 11.05,France - 8.51,Austria - 5.03,291753,34988,3700
Hofer Reisen AT - migrated,http://www.hofer-reisen.at,Travel,Travel/Tourism,1817275,Austria - 93.36,Germany - 3.12,Hungary - 0.71,Italy - 0.46,Bosnia - 0.29,49125,188,456
playmobil DE - migrated,http://www.playmobil.de,Retail & Shopping,Games,857920,Germany - 82.52,Spain - 3.20,United States - 2.43,Argentina - 1.65,Poland - 1.13,97467,4648,2662
Onlineprinters IT - migrated,http://www.onlineprinters.it,Retail & Shopping,Shopping,95865,Italy - 98.75,Germany - 0.61,United Kingdom - 0.33,470 - 0.31,,655001,19115,45837
Winterbanden NL,http://www.winterbanden.nl,Retail & Shopping,Business_and_Industry,29507,Netherlands - 88.47,France - 7.53,740 - 4.00,,,2076395,69915,278083
Topman EU: Migrated 22/02/2018,http://eu.topman.com,Retail & Shopping,Unknown,235965,Netherlands - 25.41,Spain - 19.76,Ireland - 14.85,Italy - 7.66,Belgium - 5.55,,,
Tailorstore FR: Migrated,http://www.tailorstore.fr,Retail & Shopping,Shopping/Clothing,41881,France - 89.85,Switzerland - 2.63,United Kingdom - 2.61,Tunisia - 2.27,Canada - 0.99,734615,36027,8081
Tailorstore NL: Migrated 08/02/2018,http://www.tailorstore.nl,Retail & Shopping,Shopping/Clothing,29040,Netherlands - 93.07,Belgium - 6.93,,,,1394953,35981,13852
hugendubel DE- migrated 19.10.2017,http://www.hugendubel.de,Retail & Shopping,Books_and_Literature/Book_Retailers,1853236,Germany - 92.29,Switzerland - 1.43,Austria - 0.84,Poland - 0.59,United States - 0.59,44350,1967,97
Oasis DE,http://oasis.anmdotherbrands.com,Retail & Shopping,,,,,,,,,,
Under Armour FR,https://www.underarmour.fr,Retail & Shopping,Sports,308105,France - 90.37,United Kingdom - 1.73,Tunisia - 1.22,Belgium - 0.65,Switzerland - 0.64,202498,8536,3610
Boohoo.com SE: Migrated 01/11/2017,http://se.boohoo.com,Retail & Shopping,Unknown,356855,Sweden - 90.22,United States - 1.94,Denmark - 0.86,New Zealand - 0.77,Australia - 0.65,,,
Albelli DE: migrated 03.10.2017,http://www.albelli.de,Retail & Shopping,Arts_and_Entertainment/Photography,134868,Germany - 90.71,Austria - 3.19,Switzerland - 1.62,Brazil - 1.33,Luxembourg - 0.96,490485,30305,1449
seaside64 DE - migrated,http://www.shop-seaside64.de,Retail & Shopping,,,,,,,,,,
Stradivarius NL: Migrated 23/01/2018,http://www.stradivarius.com,Retail & Shopping,Shopping/Clothing,14512517,Spain - 14.83,Poland - 14.79,Russian Federation - 8.63,Portugal - 7.53,France - 6.31,6490,451,73
PROMOFARMA ES,http://www.promocionesfarma.com,Retail & Shopping,,,,,,,,,,
Community Life DE - migrated,http://www.communitylife.de,Finance & Insurance,Internet_and_Telecom/Social_Network,7764,Germany - 62.48,Czech Republic - 27.07,Hungary - 10.45,,,5809188,432783,8507
Under Armour DE - migrated,http://www.underarmour.de,Retail & Shopping,Shopping/Clothing,440320,Germany - 93.75,Austria - 1.55,United States - 0.81,Romania - 0.64,Czech Republic - 0.62,150300,6976,2111
Clark DE,http://www.clark.de,Finance & Insurance,Business_and_Industry,350798,Germany - 84.92,Poland - 7.27,Austria - 1.43,United Kingdom - 1.13,Spain - 1.01,294960,16877,26889
Treatwell NL,http://www.treatwell.nl,Retail & Shopping,Shopping/Coupons,736258,Netherlands - 92.25,533 - 2.23,Belgium - 0.89,United Kingdom - 0.80,Germany - 0.63,124225,1956,242
naturzeit.com DE - migrated,http://www.naturzeit.com,Retail & Shopping,Shopping,159749,Germany - 87.94,Austria - 4.17,Switzerland - 4.13,Netherlands - 1.55,Italy - 0.70,440153,26799,30968
ROSE Bikes DE - migrated,http://www.rosebikes.de,Retail & Shopping,Shopping/Sports,2671801,Germany - 91.69,Austria - 2.37,Switzerland - 2.28,Netherlands - 0.62,Poland - 0.57,21536,1119,59
Vision Direct ES: Migrated 04/09/2017,http://www.visiondirect.es,Retail & Shopping,Health/Products_and_Shopping,278158,Spain - 87.48,Mexico - 3.32,France - 1.20,Chile - 1.03,Argentina - 0.92,283278,9085,673
Lampenwelt CH - migrated,http://lampenwelt.ch,Retail & Shopping,Shopping/Home_and_Garden,230449,Switzerland - 94.88,Germany - 2.79,Liechtenstein - 1.29,Poland - 0.54,Austria - 0.32,287194,2248,1209
lampegiganten DK: Migrated 24/01/2018,http://lampegiganten.dk,Retail & Shopping,Shopping/Home_and_Garden,253207,Denmark - 98.14,Switzerland - 1.09,United Arab Emirates - 0.46,Sweden - 0.30,,254467,1516,1031
Lampen24 NL: Migrated 24/01/2018,http://lampen24.nl,Retail & Shopping,Shopping,411176,Netherlands - 93.58,Belgium - 3.15,Germany - 0.79,United Kingdom - 0.74,France - 0.67,204406,3605,14370
lampegiganten NO: Migrated 24/01/2018,http://lampegiganten.no,Retail & Shopping,Shopping/Home_and_Garden,196737,Norway - 95.32,Finland - 2.27,Belgium - 0.84,Hungary - 0.66,Sweden - 0.46,399297,4038,1786
Lampy PL: Migrated 24/01/2018,http://lampy.pl,Retail & Shopping,Shopping/Home_and_Garden,800454,Poland - 97.18,United Kingdom - 0.94,Germany - 0.72,Ireland - 0.30,Austria - 0.13,103965,2494,350
Tecedo DE - migrated,http://www.tecedo.de,Retail & Shopping,Shopping/Consumer_Electronics,149308,Germany - 90.89,France - 2.67,Austria - 0.87,Czech Republic - 0.71,Switzerland - 0.71,660020,37907,4191
Lampenwelt AT - migrated,http://www.lampenwelt.at,Retail & Shopping,Shopping/Home_and_Garden,201058,Austria - 88.44,Germany - 4.41,New Zealand - 1.66,Finland - 1.36,United Kingdom - 1.22,335449,2217,1469
Vorteilshop DE - migrated,https://vorteilshop.com,Retail & Shopping,Unknown,89245,Germany - 87.10,Austria - 6.58,Switzerland - 3.18,Netherlands - 1.29,United States - 0.98,882251,54467,
Home24 IT,http://www.home24.it,Retail & Shopping,Shopping/Clothing,159470,Italy - 96.60,San Marino - 2.26,Romania - 0.60,Australia - 0.54,,468351,13415,5583
Whitelabel 4Boosting NL,http://www.glasvezel-vergelijken.nl,"Telco's & Services",Business_and_Industry,36697,Netherlands - 97.94,United Kingdom - 2.06,,,,1742100,46610,225327
HelloFresh BE: Migrated 01/12/2017,http://hellofresh.be,Retail & Shopping,Food_and_Drink/Cooking_and_Recipes,547376,Belgium - 90.37,Netherlands - 4.67,France - 2.05,Germany - 0.44,United Kingdom - 0.43,144694,1121,574
Schutzklick AT - migrated,http://www.schutzklick.at,Finance & Insurance,Shopping/Consumer_Electronics,7251,Austria - 100.00,,,,,4478020,55912,19931
Cobasi BR,http://www.cobasi.com.br,Retail & Shopping,Pets_and_Animals/Animal_Products_and_Service,2170560,Brazil - 99.64,Portugal - 0.11,United States - 0.10,Bulgaria - 0.07,Germany - 0.04,51751,2483,27
Under Armour AT,http://www.underarmour.eu,Retail & Shopping,Shopping/Sports,598210,Poland - 25.65,Sweden - 20.17,Belgium - 10.87,Portugal - 8.75,Ireland - 8.62,121495,12598,445
WijKopenAutos NL - migrated on 04/04/2018,http://www.wijkopenautos.nl,Retail & Shopping,Shopping/Classifieds,1729230,Netherlands - 96.20,Belgium - 0.90,Hungary - 0.63,Poland - 0.49,United States - 0.27,83326,1129,294
Pixartprinting BE: Migrated 07/02/2018,http://www.pixartprinting.be,Retail & Shopping,Business_and_Industry/Publishing_and_Printing,71788,Belgium - 97.52,Netherlands - 0.89,France - 0.81,Australia - 0.78,,838495,9182,813
Lowi ES,http://www.lowi.es,"Telco's & Services",Arts_and_Entertainment/TV_and_Video,2492023,Spain - 90.20,Mexico - 2.00,Argentina - 1.50,Chile - 1.25,Colombia - 0.83,45161,1019,827
compramostucoche ES,http://www.compramostucoche.es,Retail & Shopping,Shopping/Classifieds,4200515,Spain - 90.27,Argentina - 2.72,Mexico - 1.70,Colombia - 1.46,Ecuador - 0.72,31288,674,151
Pixartprinting CH: Migrated 07/02/2018,http://www.pixartprinting.ch,Retail & Shopping,Business_and_Industry/Publishing_and_Printing,105500,Switzerland - 95.58,France - 2.38,Italy - 0.89,Albania - 0.47,Sweden - 0.36,624161,6171,606
Boden NL: Migrated 07/12/2017,http://www.boden.eu,Retail & Shopping,Shopping/Clothing,38139,United States - 17.08,Portugal - 12.04,Netherlands - 11.22,Belgium - 11.17,United Kingdom - 6.56,970834,1858864,10034
Boden FR,http://www.boden.fr,Retail & Shopping,Shopping/Clothing,510388,France - 95.68,United Kingdom - 1.71,Spain - 0.61,Belgium - 0.48,Germany - 0.42,135460,5163,1925
Boden AU: Migrated 07/12/2017,http://www.bodenclothing.com.au,Retail & Shopping,Shopping/Clothing,248201,Australia - 90.88,United Kingdom - 3.50,United States - 1.11,Switzerland - 0.97,Sweden - 0.93,332637,7168,4121
Victoria Milan DE,http://www.victoriamilan.de,"Telco's & Services",Sports/Soccer,19362,Germany - 100.00,,,,,3230527,433723,8534
Victoria Milan ES,http://victoriamilan.es,"Telco's & Services",Adult,60722,Spain - 86.82,United Kingdom - 7.64,Sweden - 5.54,,,1391312,50825,42270
